# lnl weight tau omegabh2 omegach2 logA theta ns
3.740983000000000175e+03 3.000000000000000000e+00 1.216900000000000065e-01 2.226523999999999864e-02 1.034611000000000003e-01 3.232435081253122178e+00 1.037058929161266060e-02 9.609933999999999976e-01
3.740222999999999956e+03 2.000000000000000000e+00 9.329183000000000614e-02 2.144280999999999965e-02 1.091633999999999938e-01 3.246267231460113312e+00 1.037326235102697947e-02 9.460558000000000023e-01
3.741139000000000124e+03 1.200000000000000000e+01 6.518490999999999869e-02 2.133536999999999934e-02 1.193548999999999999e-01 3.257677988903557420e+00 1.037611255549278008e-02 9.350808000000000453e-01
3.745788000000000011e+03 3.000000000000000000e+00 4.348028000000000309e-02 2.148817999999999909e-02 1.154889000000000054e-01 3.159657314014235219e+00 1.037457275152164037e-02 9.466632000000000380e-01
3.740106000000000222e+03 1.000000000000000000e+00 6.320198999999999956e-02 2.200999999999999832e-02 1.098095000000000043e-01 3.150210185549248365e+00 1.038510755223868987e-02 9.564880000000000049e-01
3.739757000000000062e+03 1.000000000000000000e+00 6.432005999999999835e-02 2.183991000000000057e-02 1.165516999999999942e-01 3.200037900096870391e+00 1.037921453261357076e-02 9.497911999999999466e-01
3.738177000000000135e+03 2.000000000000000000e+00 8.716137000000000190e-02 2.226312999999999903e-02 1.120209000000000066e-01 3.194751970504200678e+00 1.039471411611373949e-02 9.629005000000000480e-01
3.739023000000000138e+03 2.000000000000000000e+00 8.301290999999999531e-02 2.260799000000000142e-02 1.067625999999999992e-01 3.136532806841625831e+00 1.040882463865343971e-02 9.709060999999999941e-01
3.739797999999999774e+03 6.000000000000000000e+00 7.429890999999999579e-02 2.189558999999999950e-02 1.081401000000000029e-01 3.171407207071557099e+00 1.038354991275602934e-02 9.525320000000000453e-01
3.740755000000000109e+03 5.000000000000000000e+00 6.446103999999999723e-02 2.171868999999999883e-02 1.155740999999999991e-01 3.204339076463020408e+00 1.038328258565474060e-02 9.464774999999999716e-01
3.741425000000000182e+03 1.000000000000000000e+00 1.062890999999999975e-01 2.169630000000000170e-02 1.053694000000000019e-01 3.238614528552682614e+00 1.032925019756615950e-02 9.470104999999999773e-01
3.739699000000000069e+03 6.000000000000000000e+00 9.570776999999999757e-02 2.188914000000000137e-02 1.099857999999999947e-01 3.219578777738928199e+00 1.034150308834379944e-02 9.558735000000000426e-01
3.739724000000000160e+03 4.000000000000000000e+00 9.134348000000000467e-02 2.201818999999999998e-02 1.092709000000000041e-01 3.215732088503266084e+00 1.034461466404850045e-02 9.548556999999999739e-01
3.739166000000000167e+03 7.000000000000000000e+00 8.917103999999999309e-02 2.267473999999999879e-02 1.071890999999999955e-01 3.192882917260560394e+00 1.036061572642684066e-02 9.558951999999999449e-01
3.740286000000000058e+03 6.000000000000000000e+00 1.124277000000000054e-01 2.353840000000000099e-02 1.124677000000000038e-01 3.199719100931528004e+00 1.042304916188398038e-02 9.823296999999999723e-01
3.738543000000000120e+03 3.000000000000000000e+00 1.015141999999999989e-01 2.261103999999999892e-02 1.103164999999999979e-01 3.223477620347013683e+00 1.037542286085208973e-02 9.614873999999999921e-01
3.739074999999999818e+03 5.000000000000000000e+00 8.014746000000000370e-02 2.262327000000000088e-02 1.158691000000000026e-01 3.213236352896671200e+00 1.038725924948421045e-02 9.552777999999999547e-01
3.739376999999999953e+03 2.300000000000000000e+01 8.652026999999999635e-02 2.276850000000000054e-02 1.086391000000000023e-01 3.194172392219292611e+00 1.038159415394398002e-02 9.596557999999999478e-01
3.739030999999999949e+03 3.000000000000000000e+00 7.896978999999999804e-02 2.245571000000000025e-02 1.134522000000000030e-01 3.206620230936712446e+00 1.038151777364056984e-02 9.580442000000000125e-01
3.739025000000000091e+03 4.000000000000000000e+00 8.590905999999999543e-02 2.267616999999999897e-02 1.103470000000000006e-01 3.166718999850635985e+00 1.039462875461905945e-02 9.733387000000000011e-01
3.743266999999999825e+03 2.000000000000000000e+00 9.728459000000000412e-02 2.272806999999999952e-02 1.102233999999999992e-01 3.180130422736736406e+00 1.040385873175173927e-02 9.796403999999999668e-01
3.740967000000000098e+03 3.000000000000000000e+00 9.495317999999999814e-02 2.242523000000000086e-02 1.044542999999999999e-01 3.164277284695254266e+00 1.040654061764260951e-02 9.722912999999999695e-01
3.742197999999999865e+03 5.000000000000000000e+00 9.046002000000000209e-02 2.255249999999999963e-02 1.171626999999999946e-01 3.185415417253478765e+00 1.043412630065711048e-02 9.787827999999999529e-01
3.739831000000000131e+03 1.400000000000000000e+01 8.330028999999999906e-02 2.211979000000000029e-02 1.161453999999999959e-01 3.206617396405890830e+00 1.040346392600374932e-02 9.654762000000000066e-01
3.738684999999999945e+03 2.000000000000000000e+00 7.305451000000000306e-02 2.245134999999999839e-02 1.162409999999999971e-01 3.180677053354636463e+00 1.039755753160283985e-02 9.671596999999999555e-01
3.738865999999999985e+03 1.000000000000000000e+00 9.634373000000000242e-02 2.211652000000000062e-02 1.116820000000000035e-01 3.224990293347505421e+00 1.034832014652832012e-02 9.570448999999999762e-01
3.739885999999999967e+03 4.000000000000000000e+00 1.015382999999999980e-01 2.180647000000000141e-02 1.143157000000000062e-01 3.259680667241358520e+00 1.035371073212488016e-02 9.533091000000000204e-01
3.739673999999999978e+03 8.000000000000000000e+00 8.809045999999999543e-02 2.210900999999999839e-02 1.152895000000000031e-01 3.201527000533570533e+00 1.038794611291809014e-02 9.665839999999999987e-01
3.741952999999999975e+03 1.000000000000000000e+00 8.256383000000000472e-02 2.250889000000000015e-02 1.097576999999999997e-01 3.119903306882896299e+00 1.038346080228856952e-02 9.836226999999999610e-01
3.740414999999999964e+03 3.000000000000000000e+00 1.001486999999999933e-01 2.318022999999999958e-02 1.140787000000000051e-01 3.166595938695830004e+00 1.039671313744362086e-02 9.845966999999999913e-01
3.740309999999999945e+03 8.000000000000000000e+00 7.977181999999999329e-02 2.321416000000000104e-02 1.156008000000000036e-01 3.146546823253796532e+00 1.039773219110493030e-02 9.790659999999999918e-01
3.741690999999999804e+03 1.000000000000000000e+00 7.280013000000000456e-02 2.268005999999999842e-02 1.084959000000000062e-01 3.118437840316409027e+00 1.037416108351424913e-02 9.772488999999999759e-01
3.739014999999999873e+03 4.000000000000000000e+00 9.263341999999999410e-02 2.202938999999999939e-02 1.078985999999999973e-01 3.213833935880364479e+00 1.038036287952801007e-02 9.551532999999999829e-01
3.740144999999999982e+03 1.000000000000000000e+00 1.124393999999999949e-01 2.279449000000000058e-02 1.143337999999999993e-01 3.251515313810974916e+00 1.039852813740732053e-02 9.614954000000000001e-01
3.739411999999999807e+03 1.000000000000000000e+01 9.964567000000000563e-02 2.281305999999999959e-02 1.052595000000000058e-01 3.188299084703601238e+00 1.039729158600549014e-02 9.603139000000000536e-01
3.741137999999999920e+03 2.000000000000000000e+00 1.278872000000000064e-01 2.341025000000000050e-02 1.103211000000000053e-01 3.221933545272748667e+00 1.041973345087328015e-02 9.786869999999999736e-01
3.742893999999999778e+03 3.000000000000000000e+00 8.791854000000000335e-02 2.370641000000000068e-02 1.230173999999999990e-01 3.199379806562680173e+00 1.041467360550562930e-02 9.766896000000000466e-01
3.741675000000000182e+03 2.000000000000000000e+01 1.090995000000000020e-01 2.340483999999999967e-02 1.184053000000000050e-01 3.212708848096760050e+00 1.043215054105449922e-02 9.809396000000000226e-01
3.738925000000000182e+03 1.200000000000000000e+01 1.020295999999999981e-01 2.316448999999999939e-02 1.135981999999999964e-01 3.215186628142682412e+00 1.039014975383138056e-02 9.653407000000000515e-01
3.741219999999999800e+03 1.000000000000000000e+00 8.094436000000000686e-02 2.265017000000000072e-02 1.059023999999999938e-01 3.187962493666367525e+00 1.035389432921901033e-02 9.516432000000000224e-01
3.742478999999999814e+03 1.400000000000000000e+01 9.855381000000000558e-02 2.248845999999999831e-02 1.061969999999999997e-01 3.241612183778056711e+00 1.036828110870978946e-02 9.446885999999999894e-01
3.741119999999999891e+03 7.000000000000000000e+00 9.575632000000000588e-02 2.218107999999999885e-02 1.131024999999999947e-01 3.270688844175354770e+00 1.034604668181103929e-02 9.397936000000000067e-01
3.740690999999999804e+03 2.000000000000000000e+00 1.119785999999999976e-01 2.236936000000000133e-02 1.115777000000000019e-01 3.277115675966251640e+00 1.037405482702945074e-02 9.492344999999999811e-01
3.740284999999999854e+03 1.100000000000000000e+01 9.025463000000000235e-02 2.206783000000000008e-02 1.167597999999999969e-01 3.286295940222355494e+00 1.036881160160687924e-02 9.372694000000000303e-01
3.742385999999999967e+03 1.000000000000000000e+00 6.935146999999999839e-02 2.102222999999999939e-02 1.138973999999999959e-01 3.277929707837659468e+00 1.034137783131434951e-02 9.207039000000000195e-01
3.741726000000000113e+03 1.000000000000000000e+00 8.116966999999999932e-02 2.159898999999999847e-02 1.091734000000000038e-01 3.260416153324845467e+00 1.034460734276430004e-02 9.302880999999999512e-01
3.741172999999999774e+03 1.100000000000000000e+01 9.736670999999999521e-02 2.140933999999999893e-02 1.096531000000000033e-01 3.273001444433262908e+00 1.034536268256762946e-02 9.400568999999999731e-01
3.742161000000000058e+03 1.000000000000000000e+00 8.680013999999999785e-02 2.114854999999999860e-02 1.039783999999999986e-01 3.220583965165555895e+00 1.034203978049109962e-02 9.422987000000000446e-01
3.743697000000000116e+03 4.000000000000000000e+00 7.403257000000000587e-02 2.086731000000000003e-02 1.088564999999999949e-01 3.253551223713577745e+00 1.032065010149896961e-02 9.273384000000000071e-01
3.743168000000000120e+03 4.000000000000000000e+00 6.567963999999999747e-02 2.190703000000000095e-02 1.215361999999999970e-01 3.251854404069133953e+00 1.042051412867875913e-02 9.424126999999999921e-01
3.742893000000000029e+03 4.000000000000000000e+00 7.093636999999999859e-02 2.232815000000000147e-02 1.088669000000000026e-01 3.176603612623703832e+00 1.043541453004875018e-02 9.563173999999999841e-01
3.739737000000000080e+03 8.000000000000000000e+00 8.699795999999999918e-02 2.206792999999999949e-02 1.078936000000000062e-01 3.204978908481276534e+00 1.040587549067787006e-02 9.546666000000000318e-01
3.737952000000000226e+03 1.000000000000000000e+01 8.740665000000000240e-02 2.218080000000000052e-02 1.094776999999999972e-01 3.205503614056045336e+00 1.038111101501638933e-02 9.536343000000000458e-01
3.738311000000000149e+03 1.000000000000000000e+01 8.889684999999999948e-02 2.235066999999999957e-02 1.033499999999999974e-01 3.163990402295845605e+00 1.037426148365237950e-02 9.625004999999999811e-01
3.739445999999999913e+03 3.000000000000000000e+00 9.560277000000000358e-02 2.270892999999999870e-02 1.032732999999999984e-01 3.165151789147471639e+00 1.039606499354614987e-02 9.682507000000000197e-01
3.738639000000000124e+03 3.000000000000000000e+00 1.027614000000000027e-01 2.271284000000000150e-02 1.058938999999999991e-01 3.189752219914577580e+00 1.041214847743402068e-02 9.654909999999999881e-01
3.739331999999999880e+03 3.000000000000000000e+00 8.003714000000000661e-02 2.278702000000000158e-02 1.140806999999999932e-01 3.213025142958639613e+00 1.041699273887598982e-02 9.536160999999999666e-01
3.740226999999999862e+03 1.000000000000000000e+00 9.058608999999999412e-02 2.185915999999999901e-02 1.081774999999999959e-01 3.233888567588510732e+00 1.039294140338684058e-02 9.453418999999999572e-01
3.739166000000000167e+03 2.000000000000000000e+00 9.293774999999999953e-02 2.203019000000000158e-02 1.072699000000000014e-01 3.228162569259932280e+00 1.035255667995805054e-02 9.468501999999999752e-01
3.739583999999999833e+03 1.500000000000000000e+01 8.713735999999999704e-02 2.178818000000000074e-02 1.071031000000000066e-01 3.204737143106092923e+00 1.033840504135521976e-02 9.527198999999999529e-01
3.739016000000000076e+03 2.000000000000000000e+00 8.442930999999999353e-02 2.236662000000000025e-02 1.119589000000000001e-01 3.202496005077308805e+00 1.035626807597678049e-02 9.588611999999999691e-01
3.741481999999999971e+03 2.000000000000000000e+00 8.336034999999999973e-02 2.361678000000000041e-02 1.070030000000000009e-01 3.102173005567994135e+00 1.039587067945763055e-02 9.835078000000000431e-01
3.739916999999999916e+03 2.000000000000000000e+00 9.357944999999999458e-02 2.377982000000000012e-02 1.099747999999999976e-01 3.134726965145790523e+00 1.042181250093266072e-02 9.880065999999999571e-01
3.739369999999999891e+03 1.400000000000000000e+01 8.589547000000000154e-02 2.351935999999999957e-02 1.101166999999999979e-01 3.134998005880782479e+00 1.040622865828384064e-02 9.800254000000000465e-01
3.740177999999999884e+03 1.000000000000000000e+00 9.917349999999999777e-02 2.343527999999999931e-02 1.090036000000000060e-01 3.120640089797259265e+00 1.040164184822665004e-02 9.940843999999999792e-01
3.741302000000000135e+03 4.000000000000000000e+00 9.191903999999999353e-02 2.357464999999999908e-02 1.079562000000000022e-01 3.100600267943127264e+00 1.039619714311368001e-02 9.909135999999999500e-01
3.740481999999999971e+03 1.000000000000000000e+00 7.495358000000000576e-02 2.293740999999999836e-02 1.113122000000000000e-01 3.119439946059868074e+00 1.038275287810221971e-02 9.774627999999999650e-01
3.740278999999999996e+03 1.100000000000000000e+01 8.253989000000000464e-02 2.245078000000000004e-02 1.111113999999999991e-01 3.143131499233471793e+00 1.037217929024674030e-02 9.757194000000000145e-01
3.738398999999999887e+03 2.000000000000000000e+00 9.974191000000000307e-02 2.207885999999999876e-02 1.076779999999999959e-01 3.197565157050292317e+00 1.037775562120672040e-02 9.651714999999999600e-01
3.740487999999999829e+03 6.000000000000000000e+00 1.122028999999999943e-01 2.226264999999999841e-02 1.123804000000000053e-01 3.243385396317320701e+00 1.038288992028246933e-02 9.608811000000000435e-01
3.740070999999999913e+03 6.000000000000000000e+00 8.726398999999999961e-02 2.179545999999999914e-02 1.146752999999999939e-01 3.228627324074478722e+00 1.038592158039085972e-02 9.520258000000000331e-01
3.740605000000000018e+03 3.000000000000000000e+00 7.432405999999999735e-02 2.233670999999999920e-02 1.221359999999999946e-01 3.242388815148401715e+00 1.040882249787493039e-02 9.486428999999999556e-01
3.738474999999999909e+03 6.000000000000000000e+00 7.409720999999999669e-02 2.256299999999999972e-02 1.180744999999999989e-01 3.208477953883886347e+00 1.039910439634616005e-02 9.585903000000000063e-01
3.738442000000000007e+03 7.000000000000000000e+00 9.204800000000000482e-02 2.275210999999999900e-02 1.178417999999999966e-01 3.224464976420399420e+00 1.040726712278739960e-02 9.642178999999999611e-01
3.741822999999999865e+03 6.000000000000000000e+00 5.941637999999999781e-02 2.189941999999999930e-02 1.209859999999999963e-01 3.230172575623819320e+00 1.039535569238671069e-02 9.457666000000000128e-01
3.739972000000000207e+03 1.000000000000000000e+00 7.363490000000000313e-02 2.202696999999999988e-02 1.186099000000000042e-01 3.213939662037254674e+00 1.038051525323380013e-02 9.578233000000000441e-01
3.739190999999999804e+03 6.000000000000000000e+00 9.902107999999999743e-02 2.213640000000000052e-02 1.129216999999999999e-01 3.221855381577193089e+00 1.038177916307272963e-02 9.612760000000000193e-01
3.738802999999999884e+03 1.100000000000000000e+01 8.132934999999999470e-02 2.185472999999999930e-02 1.136326000000000003e-01 3.231074319775010917e+00 1.037042003098702023e-02 9.445913000000000226e-01
3.739471000000000004e+03 1.600000000000000000e+01 1.092140000000000055e-01 2.243910000000000002e-02 1.098915000000000031e-01 3.209261353607884892e+00 1.039951870116210923e-02 9.686694000000000138e-01
3.738708000000000084e+03 4.000000000000000000e+00 9.464670999999999501e-02 2.208333000000000171e-02 1.073850999999999972e-01 3.196043540793193305e+00 1.040044383462557925e-02 9.619659999999999878e-01
3.740054999999999836e+03 8.000000000000000000e+00 1.004453000000000013e-01 2.196408000000000041e-02 1.088791999999999954e-01 3.224245382953854211e+00 1.038217347069405987e-02 9.604304999999999648e-01
3.739661999999999807e+03 1.000000000000000000e+01 9.206901000000000668e-02 2.214694000000000038e-02 1.172326999999999952e-01 3.229025739763544678e+00 1.041179532584676076e-02 9.641212000000000115e-01
3.739577999999999975e+03 4.000000000000000000e+00 8.626735000000000653e-02 2.258777000000000007e-02 1.162337999999999982e-01 3.194321622698665042e+00 1.043132065861387958e-02 9.694055000000000311e-01
3.738983000000000175e+03 2.000000000000000000e+00 6.719587000000000476e-02 2.284038000000000040e-02 1.151507999999999976e-01 3.174846191370169990e+00 1.039642678514828000e-02 9.600543000000000271e-01
3.739945000000000164e+03 3.000000000000000000e+00 6.276663000000000381e-02 2.264313999999999910e-02 1.092305999999999971e-01 3.139661607235325391e+00 1.040272654679933080e-02 9.585287999999999586e-01
3.739838000000000193e+03 6.000000000000000000e+00 9.212085999999999886e-02 2.236623999999999904e-02 1.076180999999999943e-01 3.229242306742281965e+00 1.037056835436713995e-02 9.457522999999999902e-01
3.740811000000000149e+03 6.000000000000000000e+00 8.898970000000000491e-02 2.228576999999999989e-02 1.142399999999999943e-01 3.255062709845974123e+00 1.036601778577895053e-02 9.407389000000000445e-01
3.739786000000000058e+03 4.300000000000000000e+01 7.346471000000000251e-02 2.226726999999999873e-02 1.107387999999999983e-01 3.202029112547648104e+00 1.034830096335371923e-02 9.435126000000000346e-01
3.738065000000000055e+03 7.000000000000000000e+00 1.016486000000000056e-01 2.257864999999999872e-02 1.076880000000000059e-01 3.199163609484740878e+00 1.037401159280207028e-02 9.637615000000000487e-01
3.740246000000000095e+03 5.000000000000000000e+00 9.183262000000000369e-02 2.174256000000000105e-02 1.128273999999999944e-01 3.258353428099323601e+00 1.037475443478584960e-02 9.403538000000000174e-01
3.742016000000000076e+03 4.000000000000000000e+00 1.033028000000000002e-01 2.215090000000000114e-02 1.134291000000000049e-01 3.268961530413755590e+00 1.040356186161021934e-02 9.458286000000000193e-01
3.742739000000000033e+03 1.500000000000000000e+01 1.063700999999999952e-01 2.325059999999999974e-02 1.068810000000000038e-01 3.202780182206540260e+00 1.040785409294248988e-02 9.623348000000000457e-01
3.742112999999999829e+03 9.000000000000000000e+00 1.272758999999999974e-01 2.350597000000000103e-02 1.066938999999999943e-01 3.189933816370281061e+00 1.044415070577702984e-02 9.856559999999999766e-01
3.742168999999999869e+03 8.000000000000000000e+00 1.158789000000000069e-01 2.296868999999999994e-02 1.125656000000000018e-01 3.212605809338800800e+00 1.038500190481131055e-02 9.730358999999999536e-01
3.745137999999999920e+03 5.000000000000000000e+00 1.277080999999999911e-01 2.319001000000000048e-02 1.169812999999999964e-01 3.242340757338363577e+00 1.039477552778409961e-02 9.766645000000000465e-01
3.742914000000000215e+03 1.000000000000000000e+00 1.007622999999999991e-01 2.224268000000000078e-02 1.185551999999999995e-01 3.241841288258129783e+00 1.039313789902722961e-02 9.601216999999999668e-01
3.743137000000000171e+03 1.600000000000000000e+01 7.238740999999999925e-02 2.230945000000000150e-02 1.152090999999999948e-01 3.174613753395781668e+00 1.040614671311626029e-02 9.579520999999999731e-01
3.740885000000000218e+03 7.000000000000000000e+00 7.226164000000000198e-02 2.196046000000000109e-02 1.168536000000000019e-01 3.209039607503840763e+00 1.040579302056987045e-02 9.517738000000000032e-01
3.742054000000000087e+03 3.000000000000000000e+00 6.915699000000000152e-02 2.276107000000000130e-02 1.244544999999999957e-01 3.218015855200261122e+00 1.041665356522084029e-02 9.566162999999999750e-01
3.738467999999999847e+03 5.000000000000000000e+00 7.014172000000000462e-02 2.227058999999999983e-02 1.158229000000000064e-01 3.192026999320567437e+00 1.038722883274012000e-02 9.558881999999999657e-01
3.739920000000000073e+03 5.000000000000000000e+00 7.013062000000000462e-02 2.256974999999999953e-02 1.200512999999999997e-01 3.195308279152679010e+00 1.038392486770320020e-02 9.596055000000000001e-01
3.740817000000000007e+03 3.000000000000000000e+00 7.242244999999999933e-02 2.306215000000000001e-02 1.154437999999999992e-01 3.121878021828524474e+00 1.042738709767970957e-02 9.845526000000000000e-01
3.741922999999999774e+03 6.000000000000000000e+00 5.814327999999999858e-02 2.158364999999999936e-02 1.119683000000000067e-01 3.158302976711486743e+00 1.038223849354909939e-02 9.559066000000000507e-01
3.739157999999999902e+03 1.000000000000000000e+00 8.534323000000000603e-02 2.149347999999999884e-02 1.116768999999999956e-01 3.246720537537994389e+00 1.034847051376456065e-02 9.413105000000000500e-01
3.741108000000000175e+03 2.300000000000000000e+01 9.073633000000000393e-02 2.124341000000000076e-02 1.169084999999999985e-01 3.293716471407624358e+00 1.036086044893624013e-02 9.358482999999999663e-01
3.742239999999999782e+03 4.000000000000000000e+00 9.753369000000000621e-02 2.145009999999999972e-02 1.082593000000000028e-01 3.264499074892617703e+00 1.031483919539583939e-02 9.387071999999999639e-01
3.742697000000000116e+03 1.000000000000000000e+00 9.724784000000000206e-02 2.126886999999999875e-02 1.077335999999999988e-01 3.262037224844406946e+00 1.032377686499419932e-02 9.398784999999999501e-01
3.740233999999999924e+03 8.000000000000000000e+00 8.923636000000000068e-02 2.185915000000000080e-02 1.149270000000000014e-01 3.239074844178919221e+00 1.033611955630845021e-02 9.512222999999999651e-01
3.739688999999999851e+03 4.000000000000000000e+00 8.414504999999999901e-02 2.176395999999999886e-02 1.175058999999999965e-01 3.248093986574073444e+00 1.035227427414140040e-02 9.478343000000000185e-01
3.739072999999999865e+03 2.000000000000000000e+00 7.722882999999999831e-02 2.198991000000000140e-02 1.097482999999999931e-01 3.180107969159506442e+00 1.035627493565284031e-02 9.540556999999999510e-01
3.739188999999999851e+03 2.000000000000000000e+00 6.704169000000000100e-02 2.205195999999999892e-02 1.077991999999999978e-01 3.146637549894705010e+00 1.037388901185471064e-02 9.576417999999999875e-01
3.740429000000000087e+03 8.000000000000000000e+00 6.588389999999999525e-02 2.305462999999999957e-02 1.110628000000000032e-01 3.107043299755134491e+00 1.042505221325534977e-02 9.766732000000000191e-01
3.740088999999999942e+03 8.000000000000000000e+00 7.133462000000000136e-02 2.352929999999999952e-02 1.145784999999999998e-01 3.126996911530260714e+00 1.042435147759237027e-02 9.783673999999999982e-01
3.738824999999999818e+03 8.000000000000000000e+00 9.593237999999999766e-02 2.344138999999999945e-02 1.111228999999999967e-01 3.169656168480188718e+00 1.041163216538154059e-02 9.775456000000000145e-01
3.739530999999999949e+03 7.000000000000000000e+00 8.819430000000000325e-02 2.316481000000000096e-02 1.140282999999999991e-01 3.199732556147371287e+00 1.040546948357829946e-02 9.658712999999999882e-01
3.741623000000000047e+03 1.000000000000000000e+00 7.853216999999999837e-02 2.309759000000000118e-02 1.175988000000000033e-01 3.210071984543529044e+00 1.040628378932055044e-02 9.620984000000000202e-01
3.743097000000000207e+03 1.200000000000000000e+01 5.992513000000000006e-02 2.258020999999999986e-02 1.169454999999999939e-01 3.207499762142191013e+00 1.041457123159168947e-02 9.479914000000000396e-01
3.740335999999999785e+03 5.000000000000000000e+00 8.133045999999999331e-02 2.211143999999999957e-02 1.222178000000000014e-01 3.275420228019939817e+00 1.038627420381806055e-02 9.441180000000000128e-01
3.743036000000000058e+03 8.000000000000000000e+00 7.454081999999999375e-02 2.245265000000000108e-02 1.215563999999999950e-01 3.283010514476794928e+00 1.039540075539019046e-02 9.333736999999999728e-01
3.741666999999999916e+03 1.000000000000000000e+00 7.268779000000000212e-02 2.271385000000000071e-02 1.177369000000000054e-01 3.243882924587676797e+00 1.039746816854664017e-02 9.420172999999999464e-01
3.740867000000000189e+03 4.000000000000000000e+00 9.455086999999999520e-02 2.209763000000000005e-02 1.166787999999999992e-01 3.291177509523580014e+00 1.038503970804558960e-02 9.372156999999999849e-01
3.741155000000000200e+03 1.100000000000000000e+01 7.454734000000000360e-02 2.264851999999999838e-02 1.203542999999999974e-01 3.250926277650322049e+00 1.039920569533094030e-02 9.453196999999999850e-01
3.740652000000000044e+03 1.000000000000000000e+00 9.901907999999999543e-02 2.215175999999999951e-02 1.173481999999999997e-01 3.288604105875270633e+00 1.037905024621659997e-02 9.420072000000000445e-01
3.739137000000000171e+03 6.000000000000000000e+00 8.283852999999999356e-02 2.225053999999999921e-02 1.171307999999999933e-01 3.255847857787965705e+00 1.037304101119715036e-02 9.448841000000000045e-01
3.739219000000000051e+03 1.000000000000000000e+00 8.439467000000000496e-02 2.244826999999999934e-02 1.190969999999999945e-01 3.250335731486472923e+00 1.037630708204342021e-02 9.497063000000000033e-01
3.739065000000000055e+03 1.000000000000000000e+00 7.740294000000000341e-02 2.167936999999999989e-02 1.092415000000000053e-01 3.214607930349137277e+00 1.037332296298791937e-02 9.426396000000000219e-01
3.739197999999999865e+03 7.000000000000000000e+00 8.042022000000000059e-02 2.170804999999999957e-02 1.139154000000000000e-01 3.246185108547755327e+00 1.038278939316621997e-02 9.418111000000000121e-01
3.738648000000000138e+03 7.000000000000000000e+00 7.448581999999999426e-02 2.231698000000000015e-02 1.084230999999999945e-01 3.165478845602229363e+00 1.040313727681945952e-02 9.616919000000000439e-01
3.739603999999999814e+03 4.000000000000000000e+00 7.965645000000000364e-02 2.223812000000000011e-02 1.054048999999999958e-01 3.161905816808180170e+00 1.040751871223002077e-02 9.584460000000000202e-01
3.741057999999999993e+03 1.000000000000000000e+00 6.940240999999999771e-02 2.268672999999999870e-02 1.107829000000000036e-01 3.149431851650160930e+00 1.041000397692432022e-02 9.618037999999999865e-01
3.740608999999999924e+03 1.000000000000000000e+00 8.267188000000000314e-02 2.276283000000000126e-02 1.051372000000000001e-01 3.160507879840232626e+00 1.042602403117630014e-02 9.619164000000000048e-01
3.740766000000000076e+03 6.000000000000000000e+00 9.930711999999999873e-02 2.231819000000000164e-02 1.074562000000000017e-01 3.202102333105084853e+00 1.042413995697400071e-02 9.616708000000000478e-01
3.740565000000000055e+03 1.700000000000000000e+01 6.627935000000000076e-02 2.286159999999999928e-02 1.172756999999999966e-01 3.179648391692340148e+00 1.043258073983754919e-02 9.620956000000000508e-01
3.739012999999999920e+03 1.000000000000000000e+00 9.634328999999999810e-02 2.315116000000000049e-02 1.061276000000000025e-01 3.166207691085094034e+00 1.042399748089645022e-02 9.696531000000000455e-01
3.743088000000000193e+03 2.000000000000000000e+00 1.154720000000000052e-01 2.251037999999999997e-02 1.013768000000000030e-01 3.233065079567796207e+00 1.037207048425974922e-02 9.528415999999999553e-01
3.742307999999999993e+03 4.000000000000000000e+00 1.107532999999999990e-01 2.238481999999999972e-02 1.061575000000000019e-01 3.248412102584225192e+00 1.034174201497421036e-02 9.492661000000000016e-01
3.740398999999999887e+03 1.400000000000000000e+01 1.078000000000000069e-01 2.271337000000000009e-02 1.072269000000000000e-01 3.210279381096163398e+00 1.035203340797050987e-02 9.649505000000000443e-01
3.740778999999999996e+03 2.000000000000000000e+00 1.102724999999999955e-01 2.299201000000000022e-02 1.059385000000000049e-01 3.208770133947282055e+00 1.035963084360927954e-02 9.645287000000000166e-01
3.740264999999999873e+03 1.200000000000000000e+01 8.476143999999999346e-02 2.308108000000000035e-02 1.024334999999999968e-01 3.152607809016470863e+00 1.038491843602619945e-02 9.605475999999999459e-01
3.737588999999999942e+03 1.300000000000000000e+01 9.045928999999999776e-02 2.244816999999999993e-02 1.074752999999999958e-01 3.180622195938191066e+00 1.036842967850156935e-02 9.625145000000000506e-01
3.739621999999999844e+03 4.000000000000000000e+00 8.433416999999999997e-02 2.273704000000000003e-02 1.154854000000000019e-01 3.225059069152124813e+00 1.039151941778190986e-02 9.526788999999999952e-01
3.739300000000000182e+03 1.000000000000000000e+00 9.173465999999999565e-02 2.238305999999999976e-02 1.118858999999999965e-01 3.231450827067916975e+00 1.035799151764790933e-02 9.494040999999999730e-01
3.738949999999999818e+03 9.000000000000000000e+00 9.819835000000000369e-02 2.232309000000000029e-02 1.131148000000000015e-01 3.255895656318709808e+00 1.038701662107541050e-02 9.496940000000000381e-01
3.739170000000000073e+03 6.000000000000000000e+00 9.176876000000000477e-02 2.184991999999999837e-02 1.099016000000000021e-01 3.225518513280514199e+00 1.035542313530181044e-02 9.477063999999999488e-01
3.738469000000000051e+03 2.900000000000000000e+01 9.795056000000000596e-02 2.212139000000000119e-02 1.053657999999999956e-01 3.196486238276433856e+00 1.037395591104832947e-02 9.579126000000000030e-01
